Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
FABIANO DOS SANTOS FREITAS - ME;17/11/2015;Divino;MG
DUARTE & DIAS ELETROELETRÔNICOS LTDA - ME;06/12/2011;Cravinhos;SP
CABLE.COM TELECOMUNICAÇÕES LTDA.;25/09/2012;Itabuna;BA
ACESSO PONTO COM COMUNICAÇÃO MULTIMÍDIA LTDA - ME;08/04/2015;Aracaju;SE
SKY SERVICOS DE BANDA LARGA LTDA.;25/10/2013;São Paulo;SP
M2TI LTDA;13/12/2011;Suzano;SP
LIDERNET TELECOMUNICACOES E INTERNET LTDA ME;01/11/2010;Santa Luzia;MG
Centro de Tecnologia Armazem Datacenter Ltda;05/08/2016;Brusque;SC
NETION SOLUCOES EM INSTALACOES EM TELECOMUNICACOES EIRELI - ME;22/11/2016;Praia Grande;SP
GRUPO RC - ME;22/07/2014;Sandolândia;TO
ALANA RIBEIRO LINHARES - ME;24/03/2015;Mucambo;CE
FC SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA - ME;27/01/2017;Japeri;RJ
GLOBAL INFO TELECOM EIRELI - EPP;22/06/2016;Sapucaia;PA
CB NET INTERNET  LTDA;22/02/2012;Campos Borges;RS
INTERNET ALTO PARAÍSO LTDA;01/12/2016;Alto Paraíso;PR
PEROLA PROVEDORES DE INTERNET LTDA - ME;14/12/2012;Birigui;SP
MARCOS B. DE MOURA E CIA LTDA;29/03/2011;Panambi;RS
WAVE CONNECT TELECOMUNICAÇOES LTDA;06/04/2010;Itapecerica da Serra;SP
MASTER NET INFORMATICA E EVENTOS LTDA ME;17/04/2014;Seritinga;MG
L. KAMIDE - SCM - ME;09/08/2017;Prudentópolis;PR
TELBRAX LTDA;02/10/2006;Belo Horizonte;MG
PATRICK SERGIO DA SILVA 05520028443;18/01/2017;Areia Branca;RN
WALLAS LUIZ DE OLIVEIRA EIRELI - ME;30/11/2015;Riachinho;MG
AILTON NASCIMENTO DE SOUZA - ME;24/03/2016;Jandira;SP
TEC NET PROVEDOR TELECOM LTDA ME;13/07/2012;Juiz de Fora;MG
ELETROINFOR.INTERNET LTDA - ME;11/08/2015;Senador Canedo;GO
VIANNA MEHL SERVICOS DE TELECOMUNICACAO VOIP LTDA - ME;19/06/2015;Palmeira;PR
CENTRO OESTE NET LTDA;04/06/2012;Costa Rica;MS
OLÁ SERVIÇO DE ACESSO A INTERNET LTDA - ME;11/02/2015;Nova Iguaçu;RJ
RAFAEL COSTA KLIMKE - ME;11/07/2014;Cananéia;SP
WSIM INFORMÁTICA LTDA. - ME;09/09/2009;Mairinque;SP
I M R TEIXEIRA ME;31/10/2012;Tabatinga;AM
FREDERICO WENZEL& CIA LTDA ;17/01/2011;Cerro Largo;RS
HALLEY TELECOM COMERCIO & SERVICOS LTDA - ME;21/01/2013;Nova Timboteua;PA
JM TELECOMUNICACOES E MANUTENCAO DE COMPUTADORES LTDA - ME;12/05/2010;Rio de Janeiro;RJ
TV CABO SAO PAULO LTDA;17/10/2008;Peruíbe;SP
SEBASTIAO CLEBIO SOARES DA SILVA - ME;04/07/2016;Fortaleza;CE
MEGALINK SERVICO DE COMUNICACAO MULTIMIDIA SCM LTDA - ME;13/06/2016;Joinville;SC
HAMILTON AMBRÓZIO DA SILVA EIRELI;22/12/2009;São José da Bela Vista;SP
TELECOMUNICAÇÕES ALARCAO E FERNANDES LTDA - ME;13/12/2011;Cachoeira Alta;GO
COLARES PROVEDOR E SERVIÇOS DE INTERNET LTDA;07/05/2015;Malhada dos Bois;SE
ANTONIO B DE PAIVA SOUSA INFORMATICA - ME  ;16/03/2016;São Benedito;CE
T.L. DA SILVA - REDE MEGANET TELECOM - ME;28/02/2014;Santa Cecília do Pavão;PR
CENTRAL DE COMUNICAÇÃO DE TECNOLOGIA KENEDY & SANTOS LTDA;26/03/2013;Acrelândia;AC
C MEDEIROS RAMOS EIRELI - ME;16/10/2017;Manaus;AM
ADLLINK TELECOM PROVEDOR DE INTERNET LTDA - ME;17/08/2006;Cajazeiras;PB
GUIDO SCHMITZ - EIRELI - ME;18/05/2017;Rio Negro;MS
STAFF INFORMATICA LTDA - ME;24/02/2017;Brasília;DF
CEMIG TELECOMUNICACOES S.A.-CEMIGTELECOM ;08/12/2003;Belo Horizonte;MG
VIVA NETWORKS LTDA - ME;03/12/2015;Marituba;PA
DATATELECOM TELECOMUNICAÇÕES LTDA;16/02/2007;Rio de Janeiro;RJ
WISP ICONECTA SERVICOS DE REDE LTDA;10/10/2007;Ouro Fino;MG
WAREHOUSE INFORMATICA E MULTIMIDIA LTDA EPP;16/09/2010;Mogi das Cruzes;SP
WYLESS TELECOMUNICACOES LTDA;29/03/2017;São Paulo;SP
MCNET PROVEDOR LTDA - ME;08/09/2014;Montes Claros;MG
MAICON ANTONIO STEFFENS - ME;21/06/2016;Cerro Grande;RS
INFO HOUSE INFORMÁTICA E PAPEIS LTDA - ME;10/04/2006;Paraisópolis;MG
C.M.F. DE OLIVEIRA TELECOMUNICAÇÕES - ME;08/09/2014;Serra;ES
PW NETWORK INFORMÁTICA E TELECOMUNIDAÇÕES LTDA;16/09/2010;Paraty;RJ
NETION SOLUCOES EM TELECOMUNICACOES EIRELI  - ME;06/02/2017;Praia Grande;SP
FERNANDO XAVIER DE LIMA & CIA LTDA - ME;10/02/2014;Alto Garças;MT
NET ON LINE LTDA ME;14/06/2012;Caicó;RN
FLORIVALDO SILVA DE JESUS - ME;08/06/2015;São Paulo;SP
LUCINEI MUNHOZ-ME;27/02/2009;Adamantina;SP
MAURO GAVA - ME;17/04/2014;Cachoeiro de Itapemirim;ES
D. M. GIANDOMENIGO INFORMATICA LTDA;30/08/2010;Rio Claro;SP
CONECTA NETWORKS LTDA - ME;18/12/2006;Balsas;MA
SAMPAIO & SAMPAIO PROVEDORES DE INTERNET LTDA;30/11/2009;São José do Rio Pardo;SP
THIS CENTER INFORMATICA LTDA - ME;11/08/2016;Avaré;SP
LG PROVEDOR   E SOLUÇÕES EM INFORMÁTICA  LTDA;24/03/2011;Brasília;DF
CALDERAN & GIOVANINI LTDA EPP;04/03/2015;São Gabriel do Oeste;MS
J. NONATO-INFORMATICA - ME;31/07/2014;Campina da Lagoa;PR
MUNDIAL TELECOMUNICAÇÕES E INFORMATICA LTDA - ME;04/02/2015;Belo Horizonte;MG
INFORMATICA URANDINET LTDA - ME;16/12/2015;Urandi;BA
JEFFERSON JACKSON FERINO DOS SANTOS;08/08/2017;Natal;RN
TUBANET PROVEDOR DE INTERNET LTDA ME;22/02/2013;Tubarão;SC
MT COMERCIO DE COMPUTADORES LTDA. - ME.;24/10/2014;Sorriso;MT
COSTA E CASTRO INFORMÁTICA LTDA - ME;02/12/2013;Iturama;MG
ITALNET LTDA. EPP;09/11/2006;Bento Gonçalves;RS
FLEXNET TELECOMUNICAÇÕES EIRELI - EPP;18/03/2016;Alto Paraná;PR
NET FÁCIL TELECOMUNICAÇÕES E INFORMÁTICA LTDA;20/12/2012;Campo Belo;MG
MAISON DA SILVA ME ;14/11/2012;Imbituba;SC
NOVA INTERNET E TECNOLOGIA LTDA;18/11/2013;Pontes e Lacerda;MT
BROSEGHINI LTDA;03/08/2010;Santa Maria de Jetibá;ES
PAULO ROBERTO KRAVIECZ CARDOSO ME - ME  ;01/12/2015;Iretama;PR
ENGETRONIC - SISTEMAS ELETRONICOS DE SEGURANCA - MIRAI LTDA;08/07/2015;Cataguases;MG
WEB-LINK ACESSÓRIOS E SERVIÇOS LTDA - ME;11/02/2016;Anápolis;GO
NETBIG INFORMATICA LTDA.;17/02/2016;Chapecó;SC
MEGA TELECOMPROVEDOR DE INTERNET LTDA -ME;24/01/2014;Prudentópolis;PR
PONTONET COMPUTADORES E REDES LTDA EPP;11/10/2011;Sombrio;SC
ALONSO OLIVEIRA NETO;20/02/2009;Ipirá;BA
FSA TECNOLOGIA DE COMUNICAÇÃO LTDA - ME;12/05/2016;Salvador;BA
PHS - INTERNET E SUPRIMENTOS LTDA - ME.;12/04/2011;Cidade Gaúcha;PR
RONY FABIO MARCON;06/12/2010;São Gabriel;RS
ORLANDO CARLOS DO CARMO & CIA LTDA;31/07/2009;Wenceslau Braz;PR
A B R FILHO - ME;31/01/2017;Manaus;AM
RAZÃOINFO INTERNET LTDA;04/11/2004;Passo Fundo;RS
ANDRE ALCANTARA JOSE DOS SANTOS - ME;06/10/2017;Guaiçara;SP
W B DE ANDRADE TELECOMUNICAÇÕES E INFORMATICA;22/12/2014;Olinda;PE
DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA LTDA.;10/05/2007;Campinas;SP
NETPEU TECNOLOGIA E INTERNET LTDA - ME;06/08/2014;Pompéu;MG
FRANCIANA VASCONCELOS DE AGUIAR - ME;24/10/2016;Ibiapina;CE
MARCIA CUNDARI LEMOS DE OLIVEIRA - ME;20/03/2018;Monte Alto;SP
NETSTART MULTIMIDIA E COMUNICACAO LTDA;06/07/2017;Bayeux;PB
DARCY BOTELHO LIMA JUNIOR - ME;16/05/2017;São José dos Campos;SP
AZUL TELECOMUNICACOES EIRELI - ME;27/06/2008;Brasília;DF
SMA NETCOM LTDA - ME;15/01/2014;Jussara;GO
HENRIQUE & SANTOS SERVICOS LTDA - ME;26/09/2017;Macapá;AP
SMO INTERNET PROVIDER LTDA ME;01/11/2010;Cunha Porã;SC
MEGA NET PROVEDOR INTERNET LTDA;27/02/2009;Tenente Portela;RS
EDNALDO FERNANDES DA SILVA VAN HOUSE - ME;17/11/2015;Natal;RN
IOL REDE DE PROVEDORES LTDA - ME;19/01/2018;Inhambupe;BA
SUPER NET COMUNICACAO LTDA - ME;25/08/2011;Arapongas;PR
JULIO CESAR MOREIRA 01193411661 - ME ;03/01/2012;Araçaí;MG
DAVOI ISP - PROVEDOR DE SOLUCOES E ACESSO A INTERNET LTDA.;16/06/2008;Lençóis Paulista;SP
CRZNET TELECOM LTDA - ME;07/04/2014;Cruzeiro do Oeste;PR
VSLINK COMUNICAÇÃO E MULTIMIDIA LTDA - ME;20/06/2011;Brasília;DF
F & F NETWORK TELECOM E INFORM LTDA-ME;08/09/2014;São José dos Campos;SP
SOL TELECOMUNICACOES LTDA;24/07/2008;Itapeva;SP
SERCOMTEL PARTICIPAÇÕES S.A.;14/01/2004;Londrina;PR
PROVEDOR RJ NET RS LTDA - EPP;18/03/2013;Taquara;RS
RODRIGO ORLANDELI SANCHES;17/03/2009;Regente Feijó;SP
RCP NET WORKS - INFORMATICA E TELECOMUNICACOES LTDA - EPP;03/06/2011;Colorado;PR
JOABE BOA SORTE ALVES BRAZIL - ME;14/11/2016;Feira de Santana;BA
MILLENIUM NET LTDA;27/03/2009;Campina Verde;MG
SUELEN ROZADO PAZZINI - ME;23/04/2013;São Leopoldo;RS
MEGA NETWORK TELECOM LTDA - ME;11/08/2015;Vila Velha;ES
NEXT TELECOMUNICAÇÕES DO BRASIL LTDA - ME;05/05/2009;Visconde do Rio Branco;MG
CARVALHO E SILVA  LTDA;04/08/2011;Pouso Alegre;MG
A C ROCHA INFORMATICA LTDA ME;17/03/2009;Iporã;PR
INTELLIGENT BRASIL LTDA - ME;17/02/2017;Novo Progresso;PA
NET RAPIDA BRASIL EIRELI;14/11/2011;Indaiatuba;SP
VENONNET PROVEDOR DE INTERNET LTDA - ME;14/05/2015;Paiçandu;PR
VIP NET PROVEDOR DE INTERNET LTDA - ME;21/06/2017;Sapezal;MT
ALEXANDRE AGUSTINI & CIA LTDA;28/04/2010;Matelândia;PR
LICNET INFORMATICA E COMUNICAÇÃO EIRELI - ME;09/07/2015;Conselheiro Lafaiete;MG
WAY.COM PROVEDOR BANDA LARGA LTDA - ME;29/11/2010;Oscar Bressane;SP
CASYSTEM COMÉRCIO DE COMPUTADORES E SERVIÇOS LTDA ME;04/05/2015;Itapetinga;BA
OPENTEL COMERCIO E SERVIÇOS LTDA - ME;23/07/2015;Brasília;DF
PLUGBR INFORMATICA LTDA.;30/08/2010;Congonhal;MG
AZZA TELECOM SERVICOS EM TELECOMUNICACOES LTDA;24/03/2015;Monte Mor;SP
PROVEDOR DE INTERNET BORGES & MUSSY LTDA ME;07/11/2011;Apuí;AM
REDE EXITUS LTDA;28/09/2009;Passos;MG
HÉLIO B MARTINS JÚNIOR - ME;19/11/2014;Pouso Alegre;MG
BRAVANET PROVEDORES LTDA - EPP;24/01/2014;Itapetininga;SP
ALIEN COMPUTADORES LTDA - ME ;12/06/2014;Trindade;GO
TURBONET ASSESSORIA E CONSULTORIA EM TELECOM LTDA - ME;02/09/2015;Cabo Frio;RJ
ROBERTO DA SILVA SANTOS;11/07/2014;Alexânia;GO
FABRICIO SANTOS DE JESUS;06/02/2017;Salvador;BA
MEGA TELECOMUNICAÇÕES LTDA - ME;19/06/2015;Cícero Dantas;BA
PEDRO LAZARIN FILHO - ME;11/08/2015;São Lourenço do Oeste;SC
J ROBERTO CAVALCANTE - ME;26/05/2015;Iguatu;CE
MIX PROVEDOR DE INTERNET LTDA - ME;07/06/2017;Mineiros do Tietê;SP
RED WHITE DO BRASIL LTDA - ME;26/12/2016;João Monlevade;MG
G. C. ARAUJO;04/04/2017;São José de Mipibu;RN
NOVACIA TECNOLOGIA E TELECOMUNICACOES LTDA ;01/06/2010;Brasília;DF
WORLD-NET SERVIÇOS E EQUIPAMENTOS DE INFORMÁTICA LTDA ME;10/08/2010;Ibiúna;SP
MEGABYTE SERVICOS DE TELECOMUNICACAO LTDA;14/10/2010;Alegre;ES
HONORIO & RAMOS LTDA;02/05/2016;Caarapó;MS
ONDA INTERNET LTDA;03/04/2009;Sacramento;MG
STRAUSKI & GALVAO LTDA ME;11/08/2015;Curitiba;PR
EDVALDO ROCHA DA SILVA - ME;22/11/2016;São Paulo;SP
WJ NET TELECOMUNICAÇÕES E INFORMÁTICA LTDA;02/03/2011;Cambuí;MG
PROVEDOR INTERSOUSA LTDA ME;14/06/2012;Cafarnaum;BA
E G L FINGER EIRELI - ME;24/01/2014;Sinop;MT
ALL NET INFORMATICA LTDA;07/11/2011;Rio de Janeiro;RJ
REDE SPEED TELECOM LTDA - ME;03/01/2017;Volta Redonda;RJ
ANET ASSESSORIA EM INFORMATICA LTDA;27/05/2009;Santa Vitória;MG
ADW TELECOM - EIRELI - ME;26/09/2016;Serra;ES
SMANET INFORMATICA LTDA - ME;09/03/2010;São Miguel Arcanjo;SP
GDG TELECOMUNICAÇÕES LTDA EPP;08/11/2012;Serra;ES
NEOTELECOM TELECOMUNICACOES LTDA;24/07/2008;São Paulo;SP
M2 TELECOM TELECOMUNICACOES DE TUPA LTDA - ME;29/09/2017;Tupã;SP
MARCELO BONINI GUAGLINI - ME;02/03/2011;Ibitinga;SP
LUANDERSON COELHO DE SOUSA - ME;27/09/2016;Queimada Nova;PI
NOVA PORTONET TELECOMUNICACOES E SERVICOS LTDA-ME;09/03/2010;Presidente Epitácio;SP
JHL - TELECOM SOLUCOES EM TI E TELECOM LTDA - ME;26/08/2016;Frutal;MG
ELISEU ZVOBOTER & CIA LTDA - ME;31/08/2016;Horizontina;RS
GISELA PEREIRA DOS SANTOS TELECOMUNICACOES-ME;21/09/2011;Rio de Janeiro;RJ
HTNET DIGITAL SERVIÇOS DE PROVEDORES DE ACESSO LTDA - ME;28/09/2015;João Pessoa;PB
TIAGO DE BRITO COSTA TECNOLOGIA - ME;29/07/2016;Caruaru;PE
AMAZON WIFI SERVIÇOS DE INTERNET LTDA-ME;18/11/2013;Manacapuru;AM
LOGIC PRO SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃOBLTDA - ME;22/11/2013;Manaus;AM
MONTE ALTO NET LTDA ME;21/01/2013;Monte Alto;SP
ARPRONET TELECOMUNICAÇÕES LTDA-ME;16/10/2015;Betim;MG
STARTNET COMERCIO E SERVICOS DE INFORMATICA LTDA - ME;02/12/2015;Alagoinhas;BA
PEDRO DA SILVA PEDROZA - ME;24/01/2011;Cubatão;SP
NETLINE TECNOLOGIA EM TELECOMUNICAÇÕES LTDA;24/03/2011;Cajazeiras;PB
G.PASI SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA;04/02/2010;Uruguaiana;RS
INTELLIDATA TELECOMUNICACOES E INFORMATICA LTDA.;22/02/2012;São Paulo;SP
LEONICE BATISTA ALMEIDA DE SOUSA;17/10/2016;Goianápolis;GO
CICERO JUNIOR ALVES DOS SANTOS;24/08/2015;Antonina do Norte;CE
FIRENET PROVEDOR TELECOM LTDA - EPP;14/06/2017;Nova Iguaçu;RJ
C E B DO AMARAL COMUNICAÇÃO - ME;07/12/2015;Areiópolis;SP
ESTRELLA E NOGUEIRA LTDA;11/05/2016;Cristalina;GO
BR MASTER PROVEDOR DE INTERNET LTDA;27/05/2009;Campina das Missões;RS
TELECOMUNICAÇÕES BAHIANET LTDA;24/03/2011;Camamu;BA
PLIS INTELIGENCIA EM TECNOLOGIA LTDA - ME;08/07/2016;Fernandópolis;SP
DOMNETWORKS LTDA - ME;08/06/2011;Wenceslau Braz;PR
JUCINEI DA SILVA NAGLIAT - EPP;08/06/2017;Jauru;MT
EBER DEJANI PEREIRA DE ALBERNAZ E CIA LTDA ME;30/05/2011;Santa Vitória do Palmar;RS
N DIOLLIY DA SILVA - ME;21/02/2013;Araguaína;TO
FRASANET PROVEDORES DE INTERNET E COMERCIO DE INFORMATICA LTDA ME;24/12/2013;Joinville;SC
PATRICKI A. FELIPE - ME;11/08/2015;Boa Vista da Aparecida;PR
D R GOMES INFORMATICA - ME;08/09/2016;Ipu;CE
B K A MENDES - ME;28/08/2017;Itapajé;CE
WWN REDES E COMUNICAÇÕES LTDA.;25/09/2012;Santa Vitória do Palmar;RS
MOBUS & HERRMANN INFORMÁTICA LTDA - ME;26/04/2011;Sapiranga;RS
BC CONECTIVIDADE LTDA;06/09/2004;Londrina;PR
JEAN CARLOS DE ALMEIDA - ME;01/04/2016;Itajobi;SP
WALTMANN & CIA LTDA ME - ME;25/11/2013;Primavera do Leste;MT
BINARIO SERVICE LTDA - ME;07/05/2015;Porto Real;RJ
MANOEL COSTA NUNES - ME;07/08/2017;Araci;BA
NET ACESSO - INTERNET E EQUIPAMENTOS LTDA. - ME;10/04/2012;Cedral;SP
J PEREIRA DE CARVALHO - ME;16/07/2014;Porto Nacional;TO
C M S MARTINS - ME;13/02/2015;Santa Inês;MA
JULIA MARA BAU - ME;08/11/2017;Nova Monte Verde;MT
FERNANDO PEREIRA DA SILVA - ME;14/06/2017;Nanuque;MG
ALMAC INTERNET BANDA LARGA LTDA - ME;31/10/2016;Maceió;AL
HUGHES TELECOMUNICACOES DO BRASIL LTDA;17/01/2003;São Paulo;SP
ONLINE ASSIS TELECOMUNICACOES LTDA - EPP;04/02/2010;Assis;SP
FJ NET .COM PROVEOR DE INTERNET LTDA - ME;25/01/2011;Santa Cruz do Rio Pardo;SP
SUSAN C CORREIA PADILHA - ME;11/10/2013;Garanhuns;PE
PALLU COMERCIO E MANUTENCAO DE TELEINFORMATICA E REDES LTDA ME;23/03/2015;Campo Largo;PR
AKI NET TELECOM LTDA - ME;30/10/2013;Água Doce do Norte;ES
MARIA LUCIA DE BARROS VIEIRA ME;25/11/2015;Águas Belas;PE
RODRIGO DE MELLO GONCALVES LOPES - ME;03/08/2016;Angatuba;SP
A.S. VERA CRUZ - ME;06/02/2017;Recife;PE
RAFAEL PARAIZO PEREIRA - ME;16/12/2014;Ilha Solteira;SP
JESSICA ELISA TEDESCO JOVELIANO INFORMATICA;17/11/2010;Santa Ernestina;SP
A DE CARVALHO CANÁRIO TELECOMUNICAÇÕES - ME;12/04/2011;Mendes;RJ
VOLTEC SERVIÇOS DE AUTOMAÇÃO TELECOMUNICAÇÃO E EMPREENDIMENTOS LTDA - ME;19/11/2015;Campos dos Goytacazes;RJ
NET CONECT TELECOM LTDA - ME;23/07/2012;Criciúma;SC
DEBORA ALINE ALMEIDA - ME;22/05/2015;Mauá;SP
T B K DA SILVA INTERNET - ME;17/11/2016;Camaquã;RS
AHR SERVICOS DE COMUNICACAO LTDA - ME;22/11/2016;Toledo;PR
CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA;07/07/2008;Cascavel;PR
ATNET COMUNICAÇÃO MULTIMÍDIA E PROVEDOR DE INTERNET LTDA - ME;16/03/2016;Birigui;SP
ATL COMERCIO E SERVICOS DE INFORMATICA LTDA-ME;14/05/2012;Boca da Mata;AL
CARLOS MAURICIO SCHUCK;06/12/2010;Cachoeira do Sul;RS
ARION SERVIÇOS DE TELECOMUNICAÇÕES LTDA;12/02/2014;Guarulhos;SP
RIO GRANDE TECNOLOGIA E COMUNICACAO MULTIMIDIA LTDA ME;05/03/2008;Estação;RS
DIATEL TELECOMUNICACOES E COMERCIO LTDA ME;08/01/2013;Catanduva;SP
NASCIMENTO & BRITO LTDA - ME;04/11/2014;Cerejeiras;RO
ANDERSON ALFREDO OLIARI EIRELI - ME;11/02/2015;Sapezal;MT
VCNET PROVEDORA DE INTERNET LTDA-EPP;15/01/2009;Maceió;AL
SOUSATEC . NET LTDA - ME;06/08/2014;Acauã;PI
FALEPLUM COMUNICAÇÃO, COMÉRCIO E SERVIÇOS EM TELECOMUNICAÇOES LTDA - EPP;10/05/2012;São Paulo;SP
IRAPID INFORMATICA LTDA - ME;24/08/2015;São Gabriel do Oeste;MS
NET AKI INTERNET LTDA;11/06/2007;Artur Nogueira;SP
NORT SAT TELECOMUNICACOES LTDA ME;16/07/2008;Manaus;AM
BR UP TELECOM LTDA - ME;26/02/2014;Guarapari;ES
CONECT TELECOM LTDA - ME;16/12/2014;Ribeirão do Sul;SP
ANA PAULA HUBNER MAGRO ME;06/12/2011;Concórdia;SC
META SERVERS TECNOLOGIA E TELECOMUNICACOES LTDA - ME;12/12/2016;Santa Rosa;RS
NET G3 INTERNET LTDA;10/10/2014;Matão;SP
GIGASAT SERVICOS DE PROCESSAMENTO DE DADOS LTDA ME;21/09/2011;Mucuri;BA
NGT TELECOMUNICAÇÕES LTDA EPP;26/12/2014;Rio Negro;PR
RITA DE KASSIA PARENTE ALVES SOUSA ME;21/09/2011;Cabrobó;PE
R2 TELECOM COMERCIO DE PRODUTOS PARA INFORMATICA LTDA;28/09/2009;Brasília;DF
ISP. INSIDE. COM. COMUNICACAO EIRELI;07/12/2016;Cabo Frio;RJ
WF-TELECOM -SERVIÇOS DE TELECOMUNICAÇÕES EIRELI ME-ME;17/04/2014;Mariana;MG
NET VALE LTDA;20/08/2010;Coronel Fabriciano;MG
JOSÉ RILDO DA SILVA & CIA LTDA  ME;10/05/2012;Divinésia;MG
ALITA ROHWEDDER REIS - ME;10/10/2016;Valinhos;SP
LINKNET TECNOLOGIA E TELECOMUNICAÇÕES LTDA;26/01/2005;Brasília;DF
BECHELANE TECNOLOGIA EM INFORMATICA LTDA - ME;02/06/2017;Mateus Leme;MG
NARAYANA PROVEDOR DE INTERNET LTDA;31/10/2012;Girau do Ponciano;AL
FISCAL TECNOLOGIA E AUTOMACAO LTDA;07/08/2009;Curitiba;PR
PC2 - SOFT SOLUÇÕES EM INFORMÁTICA LTDA;14/06/2012;Jaraguá;GO
LINK NET TELECOMUNICACOES LTDA;03/10/2016;Porto Velho;RO
J. K. TELECOM LTDA  - ME;06/09/2016;Triunfo;PE
ANA ALICE NAZARIO DE OLIVEIRA;06/09/2011;Piancó;PB
TIME NET TELECOMUNICACOES LTDA - ME;02/10/2017;Brasília;DF
W DA CRUZ SOARES - ME;21/07/2017;Pedreiras;MA
GRAJAUNET TELECOMUNICACOES - EIRELI;17/03/2017;São Paulo;SP
3E TELECOM LTDA;12/04/2011;Sananduva;RS
J R BOLDRINI INFORMATICA - ME;13/05/2014;Bebedouro;SP
KLEBER MORAES ABADE - ME;11/08/2016;Boa Nova;BA
BUENOS NET TECNOLOGIA LTDA - ME;16/10/2015;Buenos Aires;PE
PORTAL - PROVEDOR DE COMUNICACOES LTDA;17/03/2009;São Jorge;RS
JONATHAN ALVES DA COSTA - ME;20/01/2017;Fortaleza;CE
PORTALMAIL INFORMATICA LTDA;08/09/2003;Caxias;MA
V.A.S FREITAS SERVIÇOS DE INTERNET LTDA;22/11/2012;Jijoca de Jericoacoara;CE
4K TELECOM INTERNET LTDA;09/08/2016;Brasília;DF
NET.COM TELECOMUNICAÇÕES LTDA;11/11/2013;Ouro Fino;MG
M F GOMES DA SILVA PORTAIS LTDA - ME;17/09/2014;Altos;PI
NET TELECOM MD LTDA - ME;31/03/2017;Magé;RJ
ESTIVANET MULTIMIDIA E TELECOM LTDA - ME;23/01/2007;Estiva;MG
F. P. FARIAS INFORMATICA EIRELI - ME;14/06/2017;Rio de Janeiro;RJ
PAUFERRO NET PROVEDOR DE ACESSO A INTERNET LTDA - ME;30/11/2015;Marcionílio Souza;BA
PARAOPEBANET PROVEDOR LTDA;02/03/2011;Paraopeba;MG
SOUZA E COUTO EMPREENDIMENTOS LTDA - ME;12/01/2012;Carmópolis;SE
L. DE FÁTIMA DA SILVA LEITE - ME;29/09/2015;Limoeiro de Anadia;AL
WEB IT TELECOMUNICACOES LTDA. - EPP;08/07/2016;Canela;RS
MEIRE RODRIGUES DOS SANTOS INFORMATICA ME;14/07/2011;Piracicaba;SP
SOUZA CORTES ELETRO ELETRONICO LTDA ME;10/04/2012;Jaguaquara;BA
EDMILSON DE LIMA ARAUJO ME;26/05/2015;Viçosa;AL
PAULO C. DE SOUZA NUNES - ME;16/08/2013;São Mateus;ES
EASYTECH TELECOM LTDA - EPP;25/03/2015;Botelhos;MG
JEMIMA HADASSA FONSECA CUNHA FELIX - ME;20/01/2017;Aquiraz;CE
BRASNET ONLINE TELECOMUNICACOES LTDA;24/06/2002;Macapá;AP
M. S. TELECOMUNICAÇÕES LTDA - ME;12/09/2014;Jandaia do Sul;PR
RONNY KENNEDY SILVA BALTA & CIA LTDA ME;17/09/2007;Aquidauana;MS
LINK WEB TELECOM LTDA - ME;01/12/2015;Campos dos Goytacazes;RJ
ESTRELAS TECNOLOGIA DA INFORMAÇÃO LTDA - ME;25/06/2015;Paço do Lumiar;MA
VICENTE JULIANO MATOS DE CARVALHO ME;26/09/2016;Sobral;CE
ANA CRISTINA VASCONCELOS - ME;03/11/2016;Bela Cruz;CE
INFOTHEL NET TELECOMUNICAÇÕES LTDA ME;07/08/2009;Balsas;MA
FERNANDES E FILHO LTDA;17/05/2011;Teresina;PI
STELMAT TELEINFORMATICA LTDA;05/08/2008;Cuiabá;MT
INSIDE TECNOLOGIA E SERVIÇOS LTDA.;02/09/2009;Araçatuba;SP
CLICK ENTER LTDA ME;14/07/2011;Capitão Poço;PA
ATUAL NET PROVEDOR DE INTERNET LTDA - ME;12/09/2014;Cajazeiras;PB
GOMES & TOMAZETTI LTDA. - ME;16/05/2017;Água Boa;MT
HENRIQUE LEÃO RODRIGUES COELHO - ME;28/02/2012;Serra;ES
VONEX TELECOMUNICACOES LTDA;27/09/2005;São Paulo;SP
WANHOUSE SOLUÇÕES EM TECNOLOGIA LTDA - EPP;21/01/2013;Aracaju;SE
SAULO TEIXEIRA DA MOTA - ME;01/12/2016;Pacajus;CE
MEGA INTERNET LTDA - ME;12/11/2014;Nova Prata do Iguaçu;PR
LUIZITO DO NASCIMENTO;26/05/2017;Inhuma;PI
RODRIGO DA SILVA LUZ - ME;11/02/2015;Alvorada;RS
R M DE SOUZA - ME;03/10/2016;Boa Vista;RR
F S MANDU - ME;14/09/2016;São Luís;MA
AM TELECOM SOLUCOES EM INTERNET LTDA - ME;16/10/2017;Serra;ES
INTERADIO INTERNET E EVENTOS LTDA - ME;22/09/2009;Santa Branca;SP
HORIZONS  TELECOMUNICAÇÕES E TECNOLOGIA  S.A.;08/10/2010;Curitiba;PR
JORGE MORGADO - ME;13/11/2014;Teresina;PI
